ID	H01.metaphlan2.profile	H02.metaphlan2.profile	H03.metaphlan2.profile	H04.metaphlan2.profile	H05.metaphlan2.profile	H06.metaphlan2.profile	H07.metaphlan2.profile	H08.metaphlan2.profile	H09.metaphlan2.profile	H10.metaphlan2.profile	H11.metaphlan2.profile	H12.metaphlan2.profile	H13.metaphlan2.profile	P01.metaphlan2.profile	P02.metaphlan2.profile	P03.metaphlan2.profile	P04.metaphlan2.profile	P05.metaphlan2.profile	P06.metaphlan2.profile	P07.metaphlan2.profile	P08.metaphlan2.profile	P09.metaphlan2.profile	P10.metaphlan2.profile	P11.metaphlan2.profile	P12.metaphlan2.profile	P13.metaphlan2.profile	P14.metaphlan2.profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus|t__GCF_000185505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.93411	0.75488	0.55367	0.66854	0.35323	6.16054	1.17648	0.96307	0.311	0.20762	1.81162	0.86339	5.52103	0.73742	2.04119	1.09574	0.87294	0.5882	1.27234	2.08733	0.89384	0.42878	1.48797	1.08326	1.2848	0.06865	1.06817
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella	0.01878	0.02214	0.02033	0.0	0.01213	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.23906	0.40794	0.34803	0.0	0.43288	0.11256	0.3679	0.705	0.0	0.49817	0.0574	0.05996	0.06865	0.36665
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi	0.01878	0.02214	0.02033	0.0	0.01213	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.23906	0.40794	0.34803	0.0	0.43288	0.11256	0.3679	0.705	0.0	0.49817	0.0574	0.05996	0.06865	0.36665
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi|t__GCF_000160035	0.01878	0.02214	0.02033	0.0	0.01213	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.23906	0.40794	0.34803	0.0	0.43288	0.11256	0.3679	0.705	0.0	0.49817	0.0574	0.05996	0.06865	0.36665
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella	0.0	0.0	0.03209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01688	0.0	0.0	0.06548	0.13106	0.0	0.0	0.0	0.0	0.1208	0.02018	0.0	0.1922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava	0.0	0.0	0.03209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01688	0.0	0.0	0.06548	0.13106	0.0	0.0	0.0	0.0	0.1208	0.02018	0.0	0.1922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava|t__GCF_000235445	0.0	0.0	0.03209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01688	0.0	0.0	0.06548	0.13106	0.0	0.0	0.0	0.0	0.1208	0.02018	0.0	0.1922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum	0.0245	0.00896	0.0	0.0	0.0	0.01674	0.0	0.03776	0.0	0.0	0.0	0.0	0.0	0.07523	0.59412	0.09929	0.5327	0.0	0.0	0.01165	0.0	0.0	0.27324	0.0185	0.03839	0.0	0.05774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum	0.0245	0.00896	0.0	0.0	0.0	0.01674	0.0	0.03776	0.0	0.0	0.0	0.0	0.0	0.07523	0.59412	0.09929	0.5327	0.0	0.0	0.01165	0.0	0.0	0.27324	0.0185	0.03839	0.0	0.05774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum|t__Lachnoanaerobaculum_saburreum_unclassified	0.0245	0.00896	0.0	0.0	0.0	0.01674	0.0	0.03776	0.0	0.0	0.0	0.0	0.0	0.07523	0.59412	0.09929	0.5327	0.0	0.0	0.01165	0.0	0.0	0.27324	0.0185	0.03839	0.0	0.05774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0.26821	0.05456	0.05292	0.33878	0.04378	0.39152	0.02599	0.18261	0.0953	0.01602	0.06303	0.0	0.0	0.0	0.01357	0.05573	0.14316	0.0	0.32057	0.59963	0.0	0.0	0.30353	0.08642	0.13295	0.0	0.07601
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_ICM7	0.13691	0.0072	0.05292	0.31941	0.04378	0.32073	0.02599	0.17147	0.0889	0.01602	0.06303	0.0	0.0	0.0	0.0	0.0	0.14316	0.0	0.30578	0.46257	0.0	0.0	0.03946	0.03015	0.05643	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_ICM7|t__GCF_000287675	0.13691	0.0072	0.05292	0.31941	0.04378	0.32073	0.02599	0.17147	0.0889	0.01602	0.06303	0.0	0.0	0.0	0.0	0.0	0.14316	0.0	0.30578	0.46257	0.0	0.0	0.03946	0.03015	0.05643	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_oral_taxon_082	0.13129	0.04735	0.0	0.00936	0.0	0.07079	0.0	0.00296	0.0064	0.0	0.0	0.0	0.0	0.0	0.01357	0.05573	0.0	0.0	0.01479	0.00902	0.0	0.0	0.0766	0.00474	0.06398	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_oral_taxon_082|t__GCF_000242315	0.13129	0.04735	0.0	0.00936	0.0	0.07079	0.0	0.00296	0.0064	0.0	0.0	0.0	0.0	0.0	0.01357	0.05573	0.0	0.0	0.01479	0.00902	0.0	0.0	0.0766	0.00474	0.06398	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_oral_taxon_107	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.00818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12803	0.0	0.0	0.18747	0.05154	0.01254	0.0	0.07601
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_oral_taxon_107|t__GCF_000209465	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.00818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12803	0.0	0.0	0.18747	0.05154	0.01254	0.0	0.07601
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	0.52484	0.39441	0.27108	0.22238	0.29571	4.93617	0.67731	0.62112	0.16548	0.18026	1.58634	0.86339	5.36069	0.06445	0.35247	0.0124	0.09404	0.08985	0.59674	0.88065	0.025	0.42878	0.22963	0.67949	0.81588	0.0	0.32661
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	0.52484	0.3934	0.27108	0.22238	0.29571	4.93617	0.5989	0.62112	0.16548	0.18026	1.58634	0.86339	5.36069	0.02761	0.0	0.0	0.09404	0.0	0.57593	0.8365	0.0	0.42878	0.01408	0.65138	0.78008	0.0	0.02196
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus|t__GCF_000160635	0.52484	0.3934	0.27108	0.22238	0.29571	4.93617	0.5989	0.62112	0.16548	0.18026	1.58634	0.86339	5.36069	0.02761	0.0	0.0	0.09404	0.0	0.57593	0.8365	0.0	0.42878	0.01408	0.65138	0.78008	0.0	0.02196
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078	0.0	0.00101	0.0	0.0	0.0	0.0	0.07841	0.0	0.0	0.0	0.0	0.0	0.0	0.03684	0.35247	0.0124	0.0	0.08985	0.02081	0.04415	0.025	0.0	0.21555	0.02812	0.0358	0.0	0.30465
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078|t__Oribacterium_sp_oral_taxon_078_unclassified	0.0	0.00101	0.0	0.0	0.0	0.0	0.07841	0.0	0.0	0.0	0.0	0.0	0.0	0.03684	0.35247	0.0124	0.0	0.08985	0.02081	0.04415	0.025	0.0	0.21555	0.02812	0.0358	0.0	0.30465
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia	0.05224	0.0	0.12237	0.0	0.0	0.0	0.16704	0.0	0.0	0.0	0.0	0.0	0.0	0.15143	0.0	0.0995	0.0	0.0	0.0	0.0173	0.16385	0.0	0.1584	0.0	0.09567	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia|s__Shuttleworthia_satelles	0.05224	0.0	0.12237	0.0	0.0	0.0	0.16704	0.0	0.0	0.0	0.0	0.0	0.0	0.15143	0.0	0.0995	0.0	0.0	0.0	0.0173	0.16385	0.0	0.1584	0.0	0.09567	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia|s__Shuttleworthia_satelles|t__GCF_000160115	0.05224	0.0	0.12237	0.0	0.0	0.0	0.16704	0.0	0.0	0.0	0.0	0.0	0.0	0.15143	0.0	0.0995	0.0	0.0	0.0	0.0173	0.16385	0.0	0.1584	0.0	0.09567	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum	0.04555	0.27481	0.05488	0.10738	0.00161	0.81611	0.30615	0.12159	0.04489	0.01135	0.16225	0.0	0.16034	0.20726	0.65621	0.48079	0.10304	0.0	0.11142	0.21021	0.0	0.0	0.025	0.12064	0.12178	0.0	0.04896
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	0.04555	0.27481	0.05488	0.10738	0.00161	0.81611	0.30615	0.12159	0.04489	0.01135	0.16225	0.0	0.16034	0.20726	0.65621	0.48079	0.10304	0.0	0.11142	0.21021	0.0	0.0	0.025	0.12064	0.12178	0.0	0.04896
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum|t__GCF_000242235	0.04555	0.27481	0.05488	0.10738	0.00161	0.81611	0.30615	0.12159	0.04489	0.01135	0.16225	0.0	0.16034	0.20726	0.65621	0.48079	0.10304	0.0	0.11142	0.21021	0.0	0.0	0.025	0.12064	0.12178	0.0	0.04896
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.56941	0.01774	0.28177	0.15089	0.13227	0.25928	0.16862	0.1984	0.41343	0.10748	0.1335	0.0	0.08027	0.46929	2.4379	0.45761	0.04747	5.13938	0.52997	1.79069	4.47653	1.15778	1.69859	0.17566	0.72078	3.11146	4.76817
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	0.03123	0.0	0.1901	0.0	0.01277	0.0	0.0	0.0	0.01434	0.02808	0.0	0.0	0.0	0.0	0.0	0.23327	0.0	4.03771	0.13213	1.26809	3.07342	0.74603	1.06929	0.0403	0.44948	2.26165	3.09974
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	0.03123	0.0	0.1901	0.0	0.01277	0.0	0.0	0.0	0.01434	0.02808	0.0	0.0	0.0	0.0	0.0	0.23327	0.0	4.03771	0.13213	1.26809	3.07342	0.74603	1.06929	0.0403	0.44948	2.26165	3.09974
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis|t__GCF_000163895	0.03123	0.0	0.1901	0.0	0.01277	0.0	0.0	0.0	0.01434	0.02808	0.0	0.0	0.0	0.0	0.0	0.23327	0.0	4.03771	0.13213	1.26809	3.07342	0.74603	1.06929	0.0403	0.44948	2.26165	3.09974
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01632	0.00476	0.0	0.18118	0.08581	0.21273	0.0	0.0	0.25955	0.03929	0.01468	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Eubacterium_yurii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01632	0.00476	0.0	0.18118	0.08581	0.21273	0.0	0.0	0.25955	0.03929	0.01468	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Eubacterium_yurii|t__GCF_000146855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01632	0.00476	0.0	0.18118	0.08581	0.21273	0.0	0.0	0.25955	0.03929	0.01468	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0.53818	0.01774	0.09167	0.15089	0.1195	0.25928	0.16862	0.1984	0.39909	0.0794	0.1335	0.0	0.08027	0.46929	2.42159	0.21958	0.04747	0.92049	0.31203	0.30987	1.40311	0.41175	0.36975	0.09607	0.25663	0.8498	1.66843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0.16386	0.00713	0.09167	0.03554	0.03375	0.14964	0.03633	0.07602	0.18346	0.0794	0.03634	0.0	0.0	0.46929	2.42159	0.21958	0.04747	0.82792	0.27761	0.30987	1.40311	0.27246	0.36975	0.03393	0.12077	0.8498	1.66843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis|t__GCF_000147675	0.16386	0.00713	0.09167	0.03554	0.03375	0.14964	0.03633	0.07602	0.18346	0.0794	0.03634	0.0	0.0	0.46929	2.42159	0.21958	0.04747	0.82792	0.27761	0.30987	1.40311	0.27246	0.36975	0.03393	0.12077	0.8498	1.66843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0.37431	0.01061	0.0	0.11535	0.08575	0.10965	0.1323	0.12238	0.21563	0.0	0.09716	0.0	0.08027	0.0	0.0	0.0	0.0	0.09257	0.03441	0.0	0.0	0.13929	0.0	0.06214	0.13586	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.97341	0.37887	0.29872	0.19585	0.26762	0.51463	0.629	0.14351	1.03984	0.15707	0.26963	0.02157	0.66033	2.02118	0.28844	0.7743	0.05824	0.0648	0.80358	1.62215	1.46595	0.41557	0.28899	0.57106	0.98627	0.0	0.14203
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.97341	0.37887	0.29872	0.19585	0.26762	0.51463	0.629	0.14351	1.03984	0.15707	0.26963	0.02157	0.66033	2.02118	0.28844	0.7743	0.05824	0.0648	0.80358	1.62215	1.46595	0.41557	0.28899	0.57106	0.98627	0.0	0.14203
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.97341	0.37887	0.29872	0.19585	0.26762	0.51463	0.629	0.14351	1.03984	0.15707	0.26963	0.02157	0.66033	2.02118	0.28844	0.7743	0.05824	0.0648	0.80358	1.62215	1.46595	0.41557	0.28899	0.57106	0.98627	0.0	0.14203
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia	0.0	0.0	0.08037	0.0	0.0	0.0	0.06104	0.0	0.01944	0.0734	0.0	0.0	0.0	1.00091	0.25171	0.0	0.0	0.0	0.02257	0.19336	0.13086	0.0	0.0	0.18709	0.00296	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa	0.0	0.0	0.08037	0.0	0.0	0.0	0.06104	0.0	0.01944	0.0734	0.0	0.0	0.0	1.00091	0.25171	0.0	0.0	0.0	0.02257	0.19336	0.13086	0.0	0.0	0.18709	0.00296	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa|t__GCF_000177375	0.0	0.0	0.08037	0.0	0.0	0.0	0.06104	0.0	0.01944	0.0734	0.0	0.0	0.0	1.00091	0.25171	0.0	0.0	0.0	0.02257	0.19336	0.13086	0.0	0.0	0.18709	0.00296	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia	0.0	0.0	0.04972	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.23328	0.0	0.0	0.0	0.0	0.0	0.01683	0.46431	0.0	0.06165	0.00972	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia|s__Eggerthia_catenaformis	0.0	0.0	0.04972	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.23328	0.0	0.0	0.0	0.0	0.0	0.01683	0.46431	0.0	0.06165	0.00972	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia|s__Eggerthia_catenaformis|t__GCF_000340375	0.0	0.0	0.04972	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.23328	0.0	0.0	0.0	0.0	0.0	0.01683	0.46431	0.0	0.06165	0.00972	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	0.97341	0.37887	0.16862	0.19585	0.26762	0.51463	0.56795	0.14351	1.01868	0.08367	0.26963	0.02157	0.66033	0.78699	0.03673	0.7743	0.05824	0.0648	0.78102	1.41195	0.87078	0.41557	0.22734	0.37424	0.98331	0.0	0.14203
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	0.97341	0.37887	0.16862	0.19585	0.26762	0.51463	0.56795	0.14351	1.01868	0.08367	0.26963	0.02157	0.66033	0.78699	0.03673	0.7743	0.05824	0.0648	0.78102	1.41195	0.87078	0.41557	0.22734	0.37424	0.98331	0.0	0.14203
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei|t__GCF_000186945	0.97341	0.37887	0.16862	0.19585	0.26762	0.51463	0.56795	0.14351	1.01868	0.08367	0.26963	0.02157	0.66033	0.78699	0.03673	0.7743	0.05824	0.0648	0.78102	1.41195	0.87078	0.41557	0.22734	0.37424	0.98331	0.0	0.14203
k__Bacteria|p__Firmicutes|c__Negativicutes	13.75571	9.80178	3.6836	4.28329	4.31889	16.9545	16.19116	6.88818	6.63207	3.83173	7.32219	5.84947	11.6352	13.9637	6.72445	20.90602	8.814	1.48165	7.77541	12.52233	6.92599	15.6754	4.45385	6.82558	26.32581	2.48752	4.22806
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	13.75571	9.80178	3.6836	4.28329	4.31889	16.9545	16.19116	6.88818	6.63207	3.83173	7.32219	5.84947	11.6352	13.9637	6.72445	20.90602	8.814	1.48165	7.77541	12.52233	6.92599	15.6754	4.45385	6.82558	26.32581	2.48752	4.22806
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	13.75571	9.80178	3.6836	4.28329	4.31889	16.9545	16.19116	6.88818	6.63207	3.83173	7.32219	5.84947	11.6352	13.9637	6.72445	20.90602	8.814	1.48165	7.77541	12.52233	6.92599	15.6754	4.45385	6.82558	26.32581	2.48752	4.22806
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20995	0.02209	0.60332	0.0	0.0	0.0	0.07134	0.95078	0.0	0.14792	0.02044	0.22895	0.0	0.22609
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20995	0.02209	0.60332	0.0	0.0	0.0	0.07134	0.95078	0.0	0.14792	0.02044	0.22895	0.0	0.22609
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus|t__GCF_000239275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20995	0.02209	0.60332	0.0	0.0	0.0	0.07134	0.95078	0.0	0.14792	0.02044	0.22895	0.0	0.22609
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Centipeda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.01858	0.0	0.06321	0.0	0.0	0.0	0.0	0.0	0.38223	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Centipeda|s__Centipeda_periodontii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.01858	0.0	0.06321	0.0	0.0	0.0	0.0	0.0	0.38223	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Centipeda|s__Centipeda_periodontii|t__GCF_000213975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.01858	0.0	0.06321	0.0	0.0	0.0	0.0	0.0	0.38223	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0.0	0.03869	0.0292	0.0	0.00311	0.01143	0.21296	0.0	0.02634	0.0	0.00786	0.0	0.0	0.41681	0.10581	0.31348	0.0	0.07329	0.08037	0.3973	1.55798	0.0	0.32973	0.09859	0.11391	0.0	1.98023
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.0	0.03869	0.0292	0.0	0.00311	0.01143	0.21296	0.0	0.02634	0.0	0.00786	0.0	0.0	0.41681	0.10581	0.28425	0.0	0.07329	0.08037	0.3973	1.55798	0.0	0.32973	0.09859	0.11391	0.0	1.98023
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055	0.0	0.03869	0.0292	0.0	0.00311	0.01143	0.21296	0.0	0.02634	0.0	0.00786	0.0	0.0	0.41681	0.10581	0.28425	0.0	0.07329	0.08037	0.3973	1.55798	0.0	0.32973	0.09859	0.11391	0.0	1.98023
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus|t__Dialister_micraerophilus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	2.13827	0.92069	0.05781	0.0	0.05495	2.72206	0.62426	0.07054	0.29664	0.0	0.15743	0.0	0.8099	0.80557	0.02419	1.95996	0.11794	0.0	0.5651	1.26283	0.0295	0.63158	0.0	0.47	2.48266	0.0	0.00646
